Age,Age_Cohort,Band,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,EEO_Job_Category,Employment_Status,Ethnic_Background,Gender,Generation,Job_Family,Job_Function,Location,Managerial_Employee,Minority,Organization_Tenure_Months,Organization_Tenure,Employee_ID,Employee_Name,Salary,Salary_Range,Employment_Type,Employment_Type_2,High_Potential,Prev_Performance_Rating,Prev_Successor,Successor,Successor_Duration,Successor_Readiness,Curr_Performance_Rating,Org_Unit_Level_1,Org_Unit_Level_2,Org_Unit_Level_3,Flight_Risk_Grouping,1_Flight_Risk_Driver,1_Flight_Risk_Driver_Value,2_Flight_Risk_Driver,2_Flight_Risk_Driver_Value,3_Flight_Risk_Driver,3_Flight_Risk_Driver_Value,Flight_Risk
31,30-34,Unallocated,Yes,Medium,Medium,Yes,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Store Operations,North America,Non-Managerial,Non-Minority,96,8 Years,RET_7950,John Riley,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Retail,Customer Services,Department Personel,Medium,Band,Unallocated,Position Tenure (Months),63-185,Ethnic Background,Caucasian,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,72,6 Years,FIN_DK718,Crystal Buff,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Controllers,Low,Band,Unallocated,State,Paris,Employment Type,Full-Time-Regular,0
24,20-24,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,Asia Pacific,Non-Managerial,Non-Minority,2,<3 Months,FIN_33462,Mathew Altman,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Product Management,High,City,Unallocated,Age (Years),26-41,Generation,Generation Y (1979 -,1
51,50-54,Unallocated,No,Low,High,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Account Managers (Sales),Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_42620ACQ,Renee Broome,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Research and Development,Market Research and Analysis,Medium,Average Hours,40+,Age (Years),42-61,Employment Type,Full-Time-Regular,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1466,Suzanne Matchinsky,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Low,Position Tenure (Months),28-62,Band,Unallocated,Generation,Generation Y (1979 -,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1539,Hilda Hunt,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Businesss Sales,Low,Band,Unallocated,Ethnic Background,Caucasian,Organization Tenure (Months),63-185,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK220,Dawn Hoover,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Average Hours,40+,Age (Years),0-25,Generation,Generation Y (1979 -,0
47,45-49,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Hispanic/Latino,Male,Generation X,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Minority,172,16 Years,ENG_92027307,Jorge Hernwndez Machuca,40000,$40k-<$50k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Energy and Utilities,Operations,Field Support,Medium,Average Hours,36-40,Band,Unallocated,State,Brisbane,0
39,35-39,Unallocated,No,Medium,High,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,108,9 Years,GOV_33504,David Whalen,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Justice Programs,Community Capacity Development,Low,Band,Unallocated,Organization Tenure (Months),63-185,Position Tenure (Months),63-185,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,15,15-<18 Months,RET_DK664,Dennis Bulloch,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Position Tenure (Months),28-62,Employment Type,Full-Time-Temporary,0
20,20-24,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Z,Business Ops Profs,Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_75118ACQ,Damien Dudek,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Audit and Compliance,Medium,Age (Years),0-25,Average Hours,40+,City,Unallocated,0
40,40-44,GR-06-Salary Grade 06,No,Medium,Medium,Yes,Office/Clerical,Active,Caucasian,Male,Generation X,Business Ops Profs,Corporate,Europe,Non-Managerial,Non-Minority,60,5 Years,102021,Herve Milgram,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Corporate,Unallocated,Unallocated,Unallocated,Unallocated,,Unallocated,,Unallocated,,0
49,45-49,Unallocated,No,Medium,Medium,No,Professionals,Active,Caucasian,Female,Generation X,Business Ops Profs,Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_92027439,Tedra Norman,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Research and Development,Product Planning,Low,Average Hours,36-40,Band,Unallocated,State,Paris,0
26,25-29,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,24,24-<30 Months,ENG_55392,Matthew Andolsun,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Administrative Services,Low,Band,Unallocated,Ethnic Background,Caucasian,Organization Tenure (Months),28-62,0
35,35-39,Unallocated,No,Medium,Medium,No,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Customer Service,North America,Non-Managerial,Non-Minority,24,24-<30 Months,HTH_60884ABC,Mark Quester,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Healthcare,Nursing,Outpatient,Low,Band,Unallocated,State,Michigan,Employment Type,Full-Time-Regular,0
54,50-54,Unallocated,No,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,5,3-<6 Months,GOV_88149ABC,Courtney Stonebraker,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of General Counsel,Business Law,High,State,Washington,Employment Level,Exempt,City,Port Angeles,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK95,Dennis Tellinghuisen,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Position Tenure (Months),28-62,Band,Unallocated,Age (Years),0-25,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,72,6 Years,FIN_DK839,Arshel Marco,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Human Resources,Administrative Services,Low,Band,Unallocated,Position Tenure (Months),28-62,Employment Type,Full-Time-Regular,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,2,<3 Months,RET_DK603,Brendan Nicklowicz,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Age (Years),0-25,Band,Unallocated,Position Tenure (Months),28-62,1
28,25-29,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,48,4 Years,GOV_33468,Stephanie Urban,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Public Affairs and Communication,External Communication,Medium,Average Hours,40+,Age (Years),26-41,Ethnic Background,Caucasian,0
36,35-39,Unallocated,No,Low,Low,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Managers - Business Ops,Customer Service,North America,Managerial,Non-Minority,120,10 Years,HTH_92027688ABC,Andrew Ver Steeg,85000,$80k-<$100k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Healthcare,Nursing,Outpatient,Low,Average Hours,40+,City,Atlanta,Generation,Generation X (1964 -,0
40,40-44,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,34,30-<36 Months,GOV_54834,John Sorlie,85000,$80k-<$100k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Inspector General,Management and Policy,High,Organization Tenure (Months),28-62,Age (Years),26-41,Position Tenure (Months),28-62,0
54,50-54,Unallocated,Yes,High,Medium,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Late Boomers,Directors/Senior Managers,Sales,North America,Non-Managerial,Non-Minority,172,16 Years,GOV_92027049,Jeramie Robles,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of General Counsel,Health Law,Low,Average Hours,40+,Age (Years),42-61,Band,Unallocated,0
34,30-34,Unallocated,Yes,Low,Low,Yes,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,24,24-<30 Months,HTH_60618,Nicholas Furtsch,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Outpatient,Low,Band,Unallocated,Position Tenure (Months),28-62,Employment Type,Full-Time-Regular,0
27,25-29,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,24,24-<30 Months,GOV_55386,Jeffrey Frye,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Justice Programs,Statistics and Analysis,Low,Position Tenure (Months),28-62,Band,Unallocated,Generation,Generation Y (1979 -,0
41,40-44,Unallocated,No,Medium,Medium,No,Sales Workers,Inactive or Other,Caucasian,Male,Generation X,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,60,5 Years,ENG_23848ABC,Curtis Lamagna,120000,$100k+,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Successor - Not ready yet,<1 Year,2-3 Years,Meets Expectations,Energy and Utilities,Customer Relations,Customer Support,Low,Band,Unallocated,Ethnic Background,Caucasian,Employment Type,Full-Time-Temporary,0
43,40-44,Unallocated,Yes,High,High,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,196,18 Years,GOV_33641ABC,Vincent Whaley,85000,$80k-<$100k,Part-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Policy and Planning,Planning and Forecasting,Low,Generation,Generation X (1964 -,Band,Unallocated,Age (Years),42-61,0
48,45-49,Unallocated,No,Low,Medium,No,Exe/Snr Level Officials & Mgrs,Active,Caucasian,Male,Generation X,Senior Leadership,Customer Service,North America,Managerial,Non-Minority,144,12 Years,HTH_92028866,Larry Polson,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Outpatient,Medium,Age (Years),42-61,City,Detroit,Generation,Generation X (1964 -,0
61,60-64,Unallocated,Yes,Low,Medium,Yes,Office and Clerical,Active,Caucasian,Female,Early Boomers,Administrative Support,Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,196,18 Years,ENG_92027324DEF,Callie Hessmann,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,Low,Band,Unallocated,Ethnic Background,Caucasian,Age (Years),62-79,0
54,50-54,Unallocated,Yes,Medium,High,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Late Boomers,Directors/Senior Managers,Customer Service,North America,Managerial,Non-Minority,132,11 Years,HTH_92027094ABC,Jeremy Slyhous,120000,$100k+,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Healthcare,Nursing,Outpatient,Low,Generation,Late Boomers (1955 -,Age (Years),42-61,Band,Unallocated,0
42,40-44,Unallocated,Yes,Medium,Medium,Yes,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Engineering / Technical,North America,Non-Managerial,Non-Minority,36,3 Years,ENG_33588DEF,Raegann Francis,30000,$30k-<$40k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Health and Safety,Low,Position Tenure (Months),63-185,Average Hours,40+,Generation,Generation X (1964 -,0
26,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,8,6-<9 Months,GOV_83332DEF,Kathryn Texer,50000,$50k-<$60k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Policy and Planning,Planning and Forecasting,Low,Generation,Generation Y (1979 -,Band,Unallocated,Age (Years),26-41,0
33,30-34,Unallocated,Yes,Low,Medium,Yes,Office and Clerical,Active,Caucasian,Female,Generation Y,Administrative Support,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,FIN_33075ACQ,Erica Martinez,40000,$40k-<$50k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,International Affairs,Exports,Low,Position Tenure (Months),43186,Generation,Generation X (1964 -,Age (Years),26-41,1
34,30-34,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Customer Service,North America,Non-Managerial,Non-Minority,24,24-<30 Months,HTH_58750ABC,Ashleigh Schmitt,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Medical Services,Low,Age (Years),26-41,City,Dayton,Generation,Generation Y (1979 -,0
29,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,72,6 Years,GOV_15179,Aleitha Meri,40000,$40k-<$50k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of General Counsel,General and Administrative Law,Low,Average Hours,40+,Age (Years),26-41,City,Port Angeles,0
58,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,196,18 Years,ENG_92027550ABC,Ricky Bushman,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,High,Average Hours,40+,Organization Tenure (Months),186+,Employment Level,Exempt,0
57,55-59,Unallocated,Yes,Medium,Low,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,72,6 Years,GOV_92027542DEF,William Mercer,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Inspector General,Audit Services,Medium,Position Tenure (Months),63-185,Band,Unallocated,Age (Years),42-61,0
32,30-34,Unallocated,No,Medium,High,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Female,Generation Y,Directors/Senior Managers,Engineering / Technical,Europe,Managerial,Non-Minority,5,3-<6 Months,ENG_32628DEF,Danielle Tyler,120000,$100k+,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Energy and Utilities,Corporate Services,Legal Services,Medium,Average Hours,0-20,Position Tenure (Months),43186,Band,Unallocated,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,96,8 Years,FIN_DK1602,Seanh Beierholm,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Operations,Manufacturing,Low,Age (Years),0-25,Generation,Generation Y (1979 -,Position Tenure (Months),28-62,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK234,Randy Bileck,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Average Hours,0-20,City,Unallocated,Position Tenure (Months),28-62,0
57,55-59,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,180,15 Years,ENG_92027501DEF,Philip Baird,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Energy and Utilities,Operations,Field Support,Medium,Band,Unallocated,Organization Tenure (Months),186+,Employment Type,Full-Time-Regular,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,136,13 Years,FIN_DK1551,Brian Keeling,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Research and Development,Market Research and Analysis,Low,Generation,Generation Y (1979 -,Position Tenure (Months),28-62,Band,Unallocated,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK338,Bartt Dyer,85000,$80k-<$100k,Part-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Average Hours,40+,City,Unallocated,Generation,Generation Y (1979 -,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,5,3-<6 Months,FIN_DK1417,Hubert Mayer,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Corporate,International Affairs,Exports,Low,Band,Unallocated,Ethnic Background,Caucasian,Age (Years),0-25,0
30,30-34,Unallocated,No,Low,High,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Managers - Business Ops,Sales,North America,Non-Managerial,Non-Minority,11,9-<12 Months,GOV_82667,Andrew Landstedt,70000,$60k-<$80k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Policy and Planning,Information Management,Medium,Band,Unallocated,Employment Type,Full-Time-Regular,Employment Status,Active,0
54,50-54,Unallocated,No,Low,High,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,Europe,Non-Managerial,Non-Minority,48,4 Years,RET_92027434,Larry England,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Retail,Operations,Distribution,High,Ethnic Background,Caucasian,City,Unallocated,Employment Level,Exempt,1
23,20-24,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,Asia Pacific,Non-Managerial,Non-Minority,2,<3 Months,FIN_55386,Kathryn Davis,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Marketing,Low,Band,Unallocated,Employment Type,Full-Time-Regular,Employment Status,Active,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK373,Heather Leschke,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Operations,Supply Chain,Low,Position Tenure (Months),28-62,Band,Unallocated,State,Paris,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_DK427,Kathi Paradis,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,International Affairs,Exports,Medium,Band,Unallocated,Organization Tenure (Months),63-185,State,Paris,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1141,Kyle Cowden,85000,$80k-<$100k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Low,Band,Unallocated,Ethnic Background,Caucasian,Position Tenure (Months),43186,0
41,40-44,Unallocated,No,Medium,Medium,No,Sales Workers,Inactive or Other,Caucasian,Male,Generation X,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,60,5 Years,HTH_23848,Matthew Abbott,120000,$100k+,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Corporate Services,Finance,Low,Position Tenure (Months),63-185,Band,Unallocated,State,Michigan,1
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,8,6-<9 Months,FIN_DK1656,Stacey Bukrim,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Corporate,Operations,Manufacturing,Medium,Average Hours,40+,Ethnic Background,Caucasian,Age (Years),0-25,0
46,45-49,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Female,Generation X,Engr/Science Profs,Sales,North America,Non-Managerial,Non-Minority,144,12 Years,GOV_92029919DEF,Rikki Sherwood,50000,$50k-<$60k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of the Secretary,Administrative Services,Low,Age (Years),42-61,Generation,Generation X (1964 -,Position Tenure (Months),63-185,1
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK675,William Rapp,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Generation,Generation Y (1979 -,Age (Years),0-25,Band,Unallocated,0
25,25-29,Unallocated,Yes,High,Low,Yes,Professionals,Active,Hispanic/Latino,Female,Generation Y,Business Ops Profs,Engineering / Technical,North America,Non-Managerial,Minority,24,24-<30 Months,ENG_61132ABC,Danielle Larreynaga,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Human Resources,Low,Band,Unallocated,Ethnic Background,Hispanic/Latino,Position Tenure (Months),28-62,0
27,25-29,Unallocated,No,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Customer Service,North America,Managerial,Non-Minority,36,3 Years,HTH_34956ABC,David Salaway,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Customer Services,Telecommunications Support,Low,Band,Unallocated,Position Tenure (Months),63-185,Organization Tenure (Months),63-185,0
